ID,Name,Category,Subcategory,Address,Phone,Website,Zip Codes Served,Languages,Hours (Mon),Hours (Tue),Hours (Wed),Hours (Thu),Hours (Fri),Hours (Sat),Hours (Sun),Service Delivery,Cost,Accepted Insurance,Copay,ADA Accessible,Transportation Assistance,Child Friendly,API Endpoint,Income Limit (% FPL),Household Size Min,Age Min,Age Max,Residency Required,Insurance Required,Documentation Required,Max Per Week,Base Utilization (%),Seasonal Notes,Availability Status,Available Slots,Wait Time (Days),Next Available,Simulated Utilization (%)
P171,Medi-Cal NEMT Coordination – Lake Forest,transportation,nemt,"9575 Harbor Blvd, Lake Forest, CA 92688",714-767-2136,https://medi-cal-nemt-coordination.org,92706; 92663; 92657; 92780; 92861,en; vi; es,8am-4pm,8am-4pm,8am-4pm,8am-4pm,8am-4pm,closed,closed,hybrid,10,Medi-Cal; Medicare,0,true,false,true,/api/programs/P171/availability,130,1,,17,California,true,photo_id,107,40,,open,62,0,immediate,41
P172,Pediatric Palliative Care Transport – Garden Grove,transportation,nemt,"2095 Chapman Ave, Garden Grove, CA 92844",714-551-5785,https://pediatric-palliative-care-transport.org,all_orange_county,km; fa; en; zh; ar; tl; ko,8am-5pm,8am-5pm,8am-5pm,8am-5pm,8am-5pm,closed,closed,hybrid,10,Medi-Cal; Medicare,0,true,false,true,/api/programs/P172/availability,185,1,,,California,false,photo_id,131,84,Waitlist common Aug-Sep,limited,25,8,2026-04-28,80
P173,Immigrant Medical Escort Program – Anaheim,transportation,volunteer_driver,"2825 Bristol St, Anaheim, CA 92801",714-698-7316,https://immigrant-medical-escort-program.org,92672; 92868; 92844; 92841; 92780; 92833,fa; en; es,8am-5pm,8am-5pm,8am-5pm,8am-5pm,8am-5pm,closed,closed,home-delivered,0,Medi-Cal,0,true,false,true,/api/programs/P173/availability,130,1,,,California,false,photo_id,135,89,Increased availability summer,limited,13,16,2026-05-06,90
P174,Postpartum Appointment Transport – Westminster,transportation,rideshare_voucher,"9230 Chapman Ave, Westminster, CA 92683",714-320-1491,https://postpartum-appointment-transport.org,92807; 92804; 92867,en; ar; vi; km,8am-4pm,8am-4pm,8am-4pm,8am-4pm,8am-4pm,closed,closed,home-delivered,0,Private,0,false,false,true,/api/programs/P174/availability,200,1,,,Orange County,false,photo_id; proof_of_address,117,80,,open,26,5,2026-04-25,78
P175,Pediatric Rehab Transport Fund – Orange,transportation,nemt,"702 Oak Ave, Orange, CA 92861",714-100-8363,https://pediatric-rehab-transport-fund.org,92648; 92692; 92840; 92647; 92705; 92618,en; hy; fa; ar; tl; zh,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-1pm,closed,in-person,0,,10,true,false,true,/api/programs/P175/availability,250,1,,,Orange County,true,referral_from_hospital_or_doctor,30,70,Waitlist common Aug-Sep,open,7,3,2026-04-23,74
P176,Bilingual ABA Therapy – Spanish/English – Lake Forest,therapy,aba_therapy,"1746 Harbor Blvd, Lake Forest, CA 92688",714-849-9088,https://bilingual-aba-therapy-spanish-english.org,92805; 92694; 92844; 92780; 92845,vi; fa; es; ko; en; tl,8am-5pm,8am-5pm,8am-5pm,8am-5pm,8am-5pm,closed,closed,in-person,0,,0,true,false,true,/api/programs/P176/availability,250,1,5,21,California,true,photo_id; proof_of_address,20,57,Holiday surge Dec,open,8,0,immediate,56
P177,Vietnamese Child Therapy Services – Mission Viejo,therapy,mental_health,"7813 Harbor Blvd, Mission Viejo, CA 92694",714-528-3174,https://vietnamese-child-therapy-services.org,all_orange_county,en; fa; tl; ko; zh; km,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-1pm,closed,home-delivered,0,,5,true,false,true,/api/programs/P177/availability,,1,0,17,California,false,proof_of_address,24,84,,limited,3,5,2026-04-25,85
P178,Korean Family Counseling Center – Huntington Beach,therapy,family_therapy,"9574 Oak Ave, Huntington Beach, CA 92646",714-642-3287,https://korean-family-counseling-center.org,92676; 92612; 92835; 92844; 92675; 92646,en; ko; fa; tl; vi; zh; km,10am-7pm,10am-7pm,10am-7pm,10am-7pm,10am-7pm,10am-3pm,closed,in-person; telehealth,0,Private,5,false,true,true,/api/programs/P178/availability,200,1,0,12,California,false,photo_id,129,60,Waitlist common Aug-Sep,open,48,2,2026-04-22,63
P179,Farsi-Speaking Child Psychiatry – Huntington Beach,therapy,psychiatry,"1482 Main St, Huntington Beach, CA 92647",714-653-7497,https://farsi-speaking-child-psychiatry.org,92663; 92805; 92832,zh; en; ko; fa,closed,9am-12pm,closed,9am-12pm,closed,9am-12pm,closed,telehealth,0,Medi-Cal; Medicare; Private,10,true,false,true,/api/programs/P179/availability,185,1,2,12,California,true,referral_from_hospital_or_doctor,186,92,Limited summer capacity,limited,22,15,2026-05-05,88
P180,Arabic Child & Family Therapy – Anaheim,therapy,family_therapy,"597 Oak Ave, Anaheim, CA 92801",714-933-3870,https://arabic-child-family-therapy.org,92677; 92870; 92618; 92703; 92801,hy; en,closed,9am-12pm,closed,9am-12pm,closed,9am-12pm,closed,home-delivered,0,Medi-Cal; Medicare,0,true,false,true,/api/programs/P180/availability,130,1,2,21,California,false,photo_id; proof_of_address,147,65,Higher demand Nov-Jan,open,46,6,2026-04-26,69
P181,Telehealth Behavioral Health – Pediatric – Mission Viejo,therapy,telehealth_therapy,"2638 Chapman Ave, Mission Viejo, CA 92694",714-476-1664,https://telehealth-behavioral-health-pediatric.org,all_orange_county,es; en; vi,8am-5pm,8am-5pm,8am-5pm,8am-5pm,8am-5pm,closed,closed,telehealth,0,,0,true,false,true,/api/programs/P181/availability,185,1,2,17,Orange County,true,proof_of_income; proof_of_address,120,79,Holiday surge Dec,open,27,1,2026-04-21,77
P182,Pediatric Palliative Care Counseling – Anaheim,therapy,palliative_counseling,"8293 Main St, Anaheim, CA 92801",714-801-6687,https://pediatric-palliative-care-counseling.org,92808; 92801; 92833; 92620,es; ko; hy; fa; km; en; vi,10am-7pm,10am-7pm,10am-7pm,10am-7pm,10am-7pm,10am-3pm,closed,telehealth,10,Medi-Cal,0,false,false,true,/api/programs/P182/availability,185,1,2,17,Orange County,true,proof_of_income; proof_of_address,50,93,,limited,5,7,2026-04-27,90
P183,Sibling Support Therapy Program – Anaheim,therapy,family_therapy,"7698 Chapman Ave, Anaheim, CA 92803",714-801-8789,https://sibling-support-therapy-program.org,all_orange_county,en; km; tl; hy; ar; fa; ko; zh,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-1pm,closed,telehealth,20,Medi-Cal,5,true,false,true,/api/programs/P183/availability,130,1,0,17,California,false,photo_id; proof_of_address,105,66,,open,33,6,2026-04-26,68
P184,Chronic Illness Coping Skills Group – Santa Ana,therapy,group_therapy,"7793 Harbor Blvd, Santa Ana, CA 92707",714-704-4689,https://chronic-illness-coping-skills-group.org,92803; 92661; 92845; 92804; 92653,en; es; hy,8am-5pm,8am-5pm,8am-5pm,8am-5pm,8am-5pm,closed,closed,in-person,0,,0,true,false,true,/api/programs/P184/availability,250,1,0,17,California,true,photo_id,156,90,Waitlist common Aug-Sep,limited,11,12,2026-05-02,93
P185,Post-Hospitalization Adjustment Therapy – Santa Ana,therapy,trauma_therapy,"5615 Harbor Blvd, Santa Ana, CA 92706",714-903-8678,https://post-hospitalization-adjustment-therapy.org,92867; 92832; 92869; 92677; 92887; 92802,zh; hy; en; km; ar,8am-5pm,8am-5pm,8am-5pm,8am-5pm,8am-5pm,closed,closed,in-person; home-delivered,20,Private,0,true,false,true,/api/programs/P185/availability,,1,5,17,Orange County,true,photo_id; proof_of_income; proof_of_address,193,73,,open,54,5,2026-04-25,72
P186,Pediatric Oncology Psychosocial Support – Fullerton,therapy,trauma_therapy,"2950 Oak Ave, Fullerton, CA 92831",714-833-3579,https://pediatric-oncology-psychosocial-support.org,all_orange_county,km; vi; fa; es; en,closed,9am-12pm,closed,9am-12pm,closed,9am-12pm,closed,telehealth,0,Medi-Cal; CHIP,0,true,false,true,/api/programs/P186/availability,185,1,2,21,California,true,proof_of_income; proof_of_address,170,82,Increased availability summer,limited,29,14,2026-05-04,82
P187,Neonatal Follow-Up Developmental Therapy – Fullerton,therapy,developmental_therapy,"3566 Harbor Blvd, Fullerton, CA 92831",714-874-5222,https://neonatal-follow-up-developmental-therapy.org,92835; 92844; 92620; 92677; 92694,vi; es; hy; en,10am-7pm,10am-7pm,10am-7pm,10am-7pm,10am-7pm,10am-3pm,closed,in-person; home-delivered,0,Private,5,true,false,true,/api/programs/P187/availability,200,1,0,17,Orange County,true,photo_id; proof_of_income; proof_of_address,178,36,Holiday surge Dec,open,112,0,immediate,37
P188,Pediatric Feeding & Swallowing Clinic – Huntington Beach,therapy,feeding_therapy,"7056 Oak Ave, Huntington Beach, CA 92647",714-260-1118,https://pediatric-feeding-swallowing-clinic.org,92648; 92868; 92651,en; ar; es; vi; zh,8am-5pm,8am-5pm,8am-5pm,8am-5pm,8am-5pm,closed,closed,home-delivered,0,,10,true,false,true,/api/programs/P188/availability,,1,2,17,Orange County,false,photo_id; proof_of_income; proof_of_address; ssn,86,49,,open,47,0,immediate,44
P189,Augmentative Communication Therapy – Anaheim,therapy,speech_therapy,"6302 Main St, Anaheim, CA 92805",714-574-5112,https://augmentative-communication-therapy.org,all_orange_county,en; tl; vi; es,closed,9am-12pm,closed,9am-12pm,closed,9am-12pm,closed,in-person; home-delivered,0,Medi-Cal,0,true,false,true,/api/programs/P189/availability,250,1,2,12,Orange County,false,photo_id,51,55,Holiday surge Dec,open,22,0,immediate,56
P190,Pediatric Aquatic Therapy Program – Anaheim,therapy,physical_therapy,"9335 Chapman Ave, Anaheim, CA 92804",714-430-4227,https://pediatric-aquatic-therapy-program.org,92672; 92705; 92840,fa; es; en; ar; zh; ko; hy; tl,8am-5pm,8am-5pm,8am-5pm,8am-5pm,8am-5pm,closed,closed,in-person,10,Medi-Cal; CHIP,0,true,false,true,/api/programs/P190/availability,130,1,0,17,California,true,photo_id; proof_of_income; proof_of_address,153,78,Higher demand Nov-Jan,limited,27,13,2026-05-03,82
P191,Hippotherapy – Equine-Assisted Therapy – Santa Ana,therapy,occupational_therapy,"9471 Chapman Ave, Santa Ana, CA 92708",714-241-7977,https://hippotherapy-equine-assisted-therapy.org,all_orange_county,en; ko; zh; fa,8am-4pm,8am-4pm,8am-4pm,8am-4pm,8am-4pm,closed,closed,hybrid,0,Medi-Cal,10,false,true,true,/api/programs/P191/availability,185,1,2,17,California,true,photo_id; proof_of_address,72,81,Limited summer capacity,open,15,6,2026-04-26,79
P192,Music Therapy for Children – Irvine,therapy,play_therapy,"7991 Main St, Irvine, CA 92614",714-160-9271,https://music-therapy-for-children.org,all_orange_county,en; hy; ko; vi; zh; es; ar; km,8am-5pm,8am-5pm,8am-5pm,8am-5pm,8am-5pm,closed,closed,in-person; home-delivered,0,Medi-Cal; Medicare,0,true,false,true,/api/programs/P192/availability,130,1,0,17,Orange County,false,proof_of_address,169,76,,open,34,5,2026-04-25,80
P193,Art Therapy – Pediatric Trauma – Anaheim,therapy,play_therapy,"7344 Harbor Blvd, Anaheim, CA 92801",714-532-2780,https://art-therapy-pediatric-trauma.org,all_orange_county,en; fa; hy,8am-5pm,8am-5pm,8am-5pm,8am-5pm,8am-5pm,closed,closed,in-person; telehealth,10,Private,10,true,false,true,/api/programs/P193/availability,185,1,0,17,California,false,photo_id; proof_of_income; proof_of_address; ssn,148,82,Higher demand Nov-Jan,limited,22,7,2026-04-27,85
P194,Pediatric Sleep Disorder Therapy – Santa Ana,therapy,behavioral_health,"1532 Main St, Santa Ana, CA 92705",714-414-5415,https://pediatric-sleep-disorder-therapy.org,all_orange_county,en; km; hy,8am-5pm,8am-5pm,8am-5pm,8am-5pm,8am-5pm,closed,closed,telehealth,0,Medi-Cal,5,true,false,true,/api/programs/P194/availability,200,1,2,12,California,false,proof_of_address,34,53,,open,17,0,immediate,48
P195,Anxiety & OCD Treatment for Children – Anaheim,therapy,behavioral_health,"673 Chapman Ave, Anaheim, CA 92807",714-782-3213,https://anxiety-ocd-treatment-for-children.org,all_orange_county,en; fa; vi,8am-5pm,8am-5pm,8am-5pm,8am-5pm,8am-5pm,closed,closed,home-delivered,0,Medi-Cal; CHIP,5,true,false,true,/api/programs/P195/availability,130,1,5,12,Orange County,true,photo_id; proof_of_address,46,79,,limited,8,8,2026-04-28,82
P196,Pediatric Eating Disorder Program – Orange,therapy,behavioral_health,"7602 Main St, Orange, CA 92867",714-345-6627,https://pediatric-eating-disorder-program.org,all_orange_county,en; ko; ar; es; km; tl,8am-5pm,8am-5pm,8am-5pm,8am-5pm,8am-5pm,closed,closed,in-person,10,Medi-Cal,10,true,true,true,/api/programs/P196/availability,250,1,2,21,California,false,photo_id; proof_of_income; proof_of_address,119,62,Higher demand Nov-Jan,open,48,0,immediate,59
P197,Child Witness to Violence Therapy – Fullerton,therapy,trauma_therapy,"8511 Chapman Ave, Fullerton, CA 92831",714-440-5321,https://child-witness-to-violence-therapy.org,92630; 92646; 92802; 92706; 92861,en; hy; ko; ar; fa; vi; zh; km; tl,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-1pm,closed,telehealth,0,Medi-Cal,0,false,false,true,/api/programs/P197/availability,250,1,2,17,Orange County,false,proof_of_address,120,52,,open,56,0,immediate,53
P198,Refugee Child Trauma Therapy – Westminster,therapy,trauma_therapy,"740 Bristol St, Westminster, CA 92683",714-666-6166,https://refugee-child-trauma-therapy.org,all_orange_county,en; zh; vi; tl,closed,9am-12pm,closed,9am-12pm,closed,9am-12pm,closed,home-delivered,0,Private,0,true,false,true,/api/programs/P198/availability,185,1,2,21,California,false,proof_of_address,88,90,,limited,8,9,2026-04-29,90
P199,Foster Child Attachment Therapy – Huntington Beach,therapy,trauma_therapy,"203 Chapman Ave, Huntington Beach, CA 92648",714-698-5519,https://foster-child-attachment-therapy.org,all_orange_county,en; fa; zh; ar; km; vi; ko,closed,9am-12pm,closed,9am-12pm,closed,9am-12pm,closed,telehealth,10,CHIP,10,true,false,true,/api/programs/P199/availability,185,1,5,12,California,true,proof_of_address,162,45,Higher demand Nov-Jan,open,86,0,immediate,47
P200,Pediatric Neurological Rehab Therapy – Mission Viejo,therapy,physical_therapy,"8757 Chapman Ave, Mission Viejo, CA 92692",714-455-8786,https://pediatric-neurological-rehab-therapy.org,92887; 92612; 92647; 92677,hy; vi; km; es; tl; en; ko; fa,8am-4pm,8am-4pm,8am-4pm,8am-4pm,8am-4pm,closed,closed,hybrid,0,Medi-Cal; Medicare,0,true,false,true,/api/programs/P200/availability,130,1,5,12,California,false,referral_from_hospital_or_doctor,168,60,Waitlist common Aug-Sep,open,62,0,immediate,63
P201,Down Syndrome Early Intervention – Santa Ana,therapy,early_intervention,"7992 Oak Ave, Santa Ana, CA 92703",714-417-2466,https://down-syndrome-early-intervention.org,all_orange_county,es; vi; km; en; hy,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-1pm,closed,in-person; home-delivered,10,Medi-Cal; CHIP,10,true,true,true,/api/programs/P201/availability,250,1,0,12,California,false,proof_of_income; proof_of_address,21,60,Higher demand Nov-Jan,open,7,1,2026-04-21,63
P202,Cerebral Palsy Therapy Program – Mission Viejo,therapy,physical_therapy,"3157 Oak Ave, Mission Viejo, CA 92694",714-111-6431,https://cerebral-palsy-therapy-program.org,92663; 92808; 92707,en; tl; es; vi; km; hy,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-1pm,closed,hybrid,20,Medi-Cal; CHIP,10,true,false,true,/api/programs/P202/availability,200,1,0,12,California,true,proof_of_address,66,86,Waitlist common Aug-Sep,limited,9,13,2026-05-03,86
P203,Pediatric Vision Therapy – Mission Viejo,therapy,occupational_therapy,"5666 Harbor Blvd, Mission Viejo, CA 92694",714-374-1683,https://pediatric-vision-therapy.org,92804; 92692; 92870; 92704,en; es; ko; vi,8am-5pm,8am-5pm,8am-5pm,8am-5pm,8am-5pm,closed,closed,hybrid,10,,0,true,false,true,/api/programs/P203/availability,250,1,5,12,Orange County,false,photo_id; proof_of_address,82,62,Increased availability summer,open,33,0,immediate,59
P204,Selective Mutism Treatment Program – Irvine,therapy,behavioral_health,"9342 Harbor Blvd, Irvine, CA 92620",714-443-7647,https://selective-mutism-treatment-program.org,all_orange_county,en; es; ko; ar,8am-5pm,8am-5pm,8am-5pm,8am-5pm,8am-5pm,closed,closed,in-person; home-delivered,20,CHIP,0,true,false,true,/api/programs/P204/availability,130,1,0,21,California,true,photo_id; proof_of_income; proof_of_address; ssn,28,78,,open,6,1,2026-04-21,76
P205,Pediatric Anxiety Telehealth Program – Irvine,therapy,telehealth_therapy,"7578 Chapman Ave, Irvine, CA 92620",714-112-6433,https://pediatric-anxiety-telehealth-program.org,all_orange_county,en; fa; ar; es; tl; hy; ko; zh,8am-5pm,8am-5pm,8am-5pm,8am-5pm,8am-5pm,closed,closed,telehealth,0,Private,5,true,false,true,/api/programs/P205/availability,200,1,0,17,California,false,photo_id,145,68,,open,42,1,2026-04-21,71
P206,Bilingual Child Psychiatry – Korean – Irvine,therapy,psychiatry,"9456 Harbor Blvd, Irvine, CA 92614",714-854-8391,https://bilingual-child-psychiatry-korean.org,92661; 92676; 92832; 92861; 92630,en; es; vi; zh; ko; tl; fa,closed,9am-12pm,closed,9am-12pm,closed,9am-12pm,closed,in-person; telehealth,0,,10,false,false,true,/api/programs/P206/availability,130,1,5,12,Orange County,false,photo_id,69,50,Increased availability summer,open,32,0,immediate,53
